"keyfield","com_nm","sci_nm","standard","total","weight"
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.7,20.59,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.42,20.6,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.55,21.07,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.63,20.85,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.75,21.31,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.1,20.88,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.42,20.26,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.73,20.58,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.56,21.18,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.98,20.06,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.54,20.71,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.28,20.49,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.25,21.22,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.95,20.34,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.83,20.82,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.26,20.54,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.83,21.1,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.36,21.49,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.61,20.4,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.9,20.2,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.68,20.19,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.86,19.78,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.14,20.18,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.98,20.56,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.97,20.5,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.9,21.19,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.47,20.6,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.53,19.37,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.73,22.28,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.38,20.52,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.52,19.79,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.52,21.19,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.87,20.45,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.33,20.29,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.92,20.6,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.07,21.43,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.83,21.01,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.97,20.81,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.6,21.6,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.91,19.35,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.61,19.76,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.83,21.55,0.09
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.3,21.42,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.53,21.07,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.28,21.61,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.44,22.35,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.79,21.48,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.33,21.74,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.53,20.98,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.6,21.86,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.93,20.16,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.89,21,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",15.58,19.95,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.7,NA,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.39,21.65,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.88,NA,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.36,21.35,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.34,20.61,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.47,20.42,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.86,21.48,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.08,21.61,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.72,21.41,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.09,20.84,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.47,20.61,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.08,22.49,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.56,22.28,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.92,22.02,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.87,21.33,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.47,21.45,0.1
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.28,22.38,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.44,20.98,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.7,23.3,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.82,23.14,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.02,22.27,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.51,21.29,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.92,23.04,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.47,21.99,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.94,21.39,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.86,21.46,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.07,22.47,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.38,21.26,0.11
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.79,24.63,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.01,23.64,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.99,23.2,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.96,24.07,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.08,22.48,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.66,22.56,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.43,22.72,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.48,22.32,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.15,NA,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.56,NA,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.83,22.63,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",16.53,21.69,0.12
"201005291030-022","Mojarra Spp","Eucinostomus spp",17.53,22.93,0.13
"201005291030-022","Mojarra Spp","Eucinostomus spp",18.3,22.55,0.13
"201005291030-022","Mojarra Spp","Eucinostomus spp",19.65,24.25,0.14
"201005291030-022","Mojarra Spp","Eucinostomus spp",19.7,25.49,0.15
"201005291030-022","Mojarra Spp","Eucinostomus spp",11.31,13.55,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",11,13.95,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.5,13.16,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.95,13.04,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",9.87,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.23,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",11.38,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",11.02,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",11.78,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.82,13.92,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",9.19,11.5,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.1,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.66,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",10.61,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",9.8,NA,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",9.94,12.68,NA
"201005291030-022","Mojarra Spp","Eucinostomus spp",9.48,NA,NA
"201005291030-022","Pigfish","Orthopristis chrysoptera",18.47,22.24,0.09
"201005291030-022","Pigfish","Orthopristis chrysoptera",20.49,25.18,0.12
"201005291030-022","Pigfish","Orthopristis chrysoptera",20.03,25.13,0.14
"201005291030-022","Pigfish","Orthopristis chrysoptera",25.48,32.23,0.27
"201005291030-022","Pigfish","Orthopristis chrysoptera",27.16,34.25,0.41
"201005291030-022","Pigfish","Orthopristis chrysoptera",27.96,34.83,0.46
"201005291030-022","Pigfish","Orthopristis chrysoptera",28.68,36.85,0.51
"201005291030-022","Pigfish","Orthopristis chrysoptera",29,34.99,0.53
"201005291030-022","Pigfish","Orthopristis chrysoptera",34.2,42.41,0.75
"201005291030-022","Pigfish","Orthopristis chrysoptera",34.79,43.49,0.81
"201005291030-022","Pigfish","Orthopristis chrysoptera",35.24,44.64,0.88
"201005291030-022","Pigfish","Orthopristis chrysoptera",34.63,43.41,0.88
"201005291030-022","Pigfish","Orthopristis chrysoptera",34.84,43.47,0.88
"201005291030-022","Pigfish","Orthopristis chrysoptera",36.39,43.91,0.92
"201005291030-022","Pigfish","Orthopristis chrysoptera",38.44,46.33,1.03
"201005291030-022","Pigfish","Orthopristis chrysoptera",39.38,48.87,1.19
"201005291030-022","Pigfish","Orthopristis chrysoptera",39.62,49.77,1.3
"201005291030-022","Pigfish","Orthopristis chrysoptera",42.93,51.98,1.48
"201005291030-022","Pigfish","Orthopristis chrysoptera",44.12,53.92,1.59
"201005291030-022","Pigfish","Orthopristis chrysoptera",44.84,54.28,1.73
"201005291030-022","Pigfish","Orthopristis chrysoptera",52.02,66.63,2.72
"201005291030-022","Pigfish","Orthopristis chrysoptera",53.55,67.59,3.26
"201005291030-022","Pigfish","Orthopristis chrysoptera",55.72,71.94,3.62
"201005291030-022","Pigfish","Orthopristis chrysoptera",62.75,78.27,4.22
"201005291030-022","Pigfish","Orthopristis chrysoptera",60.22,74.02,4.24
"201005291030-022","Pigfish","Orthopristis chrysoptera",61.64,73.96,4.32
"201005291030-022","Pigfish","Orthopristis chrysoptera",61.24,74.88,4.53
"201005291030-022","Pigfish","Orthopristis chrysoptera",61.4,75.38,5.16
"201005291030-022","Pigfish","Orthopristis chrysoptera",65.32,80.05,5.2
"201005291030-022","Pigfish","Orthopristis chrysoptera",64.88,79.28,5.62
"201005291030-022","Pinfish","Lagodon rhomboides",71.14,88.29,8.37
"201005291030-022","Pinfish","Lagodon rhomboides",68.99,88.26,8.94
"201005291030-022","Pinfish","Lagodon rhomboides",70.56,90.38,9.74
"201005291030-022","Pinfish","Lagodon rhomboides",71.51,91.81,9.94
"201005291030-022","Pinfish","Lagodon rhomboides",77.9,98.5,9.95
"201005291030-022","Pinfish","Lagodon rhomboides",72.12,88.33,10.86
"201005291030-022","Pinfish","Lagodon rhomboides",75.5,91.26,11.09
"201005291030-022","Pinfish","Lagodon rhomboides",77.77,96.23,11.16
"201005291030-022","Pinfish","Lagodon rhomboides",78.77,100.51,12.87
"201005291030-022","Pinfish","Lagodon rhomboides",79.17,100.31,13.57
"201005291030-022","Pinfish","Lagodon rhomboides",83.04,105.64,15.44
"201005291030-022","Pinfish","Lagodon rhomboides",87.26,108.75,16.46
"201005291030-022","Pinfish","Lagodon rhomboides",86.87,110.84,16.81
"201005291030-022","Pinfish","Lagodon rhomboides",19.87,26.12,0.14
"201005291030-022","Pinfish","Lagodon rhomboides",18.31,22.87,0.16
"201005291030-022","Pinfish","Lagodon rhomboides",19.56,26.49,0.2
"201005291030-022","Pinfish","Lagodon rhomboides",19.75,24.11,0.2
"201005291030-022","Pinfish","Lagodon rhomboides",21.06,25.59,0.24
"201005291030-022","Pinfish","Lagodon rhomboides",21,26.48,0.25
"201005291030-022","Pinfish","Lagodon rhomboides",23.93,29.55,0.27
"201005291030-022","Pinfish","Lagodon rhomboides",21.35,28.46,0.28
"201005291030-022","Pinfish","Lagodon rhomboides",23.38,29.49,0.29
"201005291030-022","Pinfish","Lagodon rhomboides",21.47,26.78,0.3
"201005291030-022","Pinfish","Lagodon rhomboides",23.91,28.81,0.3
"201005291030-022","Pinfish","Lagodon rhomboides",27.26,34.58,0.31
"201005291030-022","Pinfish","Lagodon rhomboides",25.04,31.19,0.31
"201005291030-022","Pinfish","Lagodon rhomboides",23.69,31.32,0.32
"201005291030-022","Pinfish","Lagodon rhomboides",24.94,30.97,0.32
"201005291030-022","Pinfish","Lagodon rhomboides",22.06,28.23,0.32
"201005291030-022","Pinfish","Lagodon rhomboides",24.16,30.54,0.33
"201005291030-022","Pinfish","Lagodon rhomboides",23.17,29.47,0.33
"201005291030-022","Pinfish","Lagodon rhomboides",25.38,31.74,0.33
"201005291030-022","Pinfish","Lagodon rhomboides",24.71,31.09,0.34
"201005291030-022","Pinfish","Lagodon rhomboides",23.8,30.59,0.34
"201005291030-022","Pinfish","Lagodon rhomboides",22.93,29.68,0.35
"201005291030-022","Pinfish","Lagodon rhomboides",23.71,29,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",24.67,30.74,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",24.79,30.63,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",24.02,30.95,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",22.7,26.83,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",24.4,30.64,0.36
"201005291030-022","Pinfish","Lagodon rhomboides",24.41,31.94,0.37
"201005291030-022","Pinfish","Lagodon rhomboides",24.29,31.79,0.37
"201005291030-022","Pinfish","Lagodon rhomboides",24.37,30.57,0.37
"201005291030-022","Pinfish","Lagodon rhomboides",25.49,31.55,0.37
"201005291030-022","Pinfish","Lagodon rhomboides",23.49,30.41,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.02,31.07,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.07,29.07,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",26.94,33.96,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.53,31.17,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",25.18,31.38,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.7,30.23,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.81,31.75,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",24.43,29.38,0.38
"201005291030-022","Pinfish","Lagodon rhomboides",27.67,34.88,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",24.4,30.75,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",25.34,31.92,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",25.54,30.22,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",24.94,32.18,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",24.86,31.7,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",23.73,29.85,0.39
"201005291030-022","Pinfish","Lagodon rhomboides",25.56,32.06,0.4
"201005291030-022","Pinfish","Lagodon rhomboides",26.68,34.02,0.4
"201005291030-022","Pinfish","Lagodon rhomboides",24.87,30.8,0.4
"201005291030-022","Pinfish","Lagodon rhomboides",26.04,32.45,0.4
"201005291030-022","Pinfish","Lagodon rhomboides",24.61,29.94,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",25.56,32.87,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",25.17,32.59,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",24.81,32.51,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",24.46,31.47,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",24.01,31.34,0.41
"201005291030-022","Pinfish","Lagodon rhomboides",24.2,31.92,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",26.27,32.7,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",26.73,32.86,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",26.12,31.98,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",24.14,30.7,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",24.27,31.57,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",24.12,30.48,0.42
"201005291030-022","Pinfish","Lagodon rhomboides",25.35,32.71,0.43
"201005291030-022","Pinfish","Lagodon rhomboides",27.4,32.97,0.43
"201005291030-022","Pinfish","Lagodon rhomboides",26.31,30.93,0.43
"201005291030-022","Pinfish","Lagodon rhomboides",25.13,30.17,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",25.76,32.63,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",26.99,32.64,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",26.85,34.1,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",26.86,33.51,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",24.52,30.5,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",24.89,31.65,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",24.98,31.37,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",26.58,33.75,0.44
"201005291030-022","Pinfish","Lagodon rhomboides",29.07,36.63,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",27.99,34.83,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",25.26,31.35,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",26.29,32.95,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",26.94,33.75,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",26.36,32.12,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",25.48,31.75,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",24.62,31.09,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",24.16,31.54,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",23.9,30.4,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",24.96,31.25,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",25.38,32.51,0.45
"201005291030-022","Pinfish","Lagodon rhomboides",27.18,33.56,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",26.34,31.66,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",25.54,32.17,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",26.19,32.99,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",26.31,31.82,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",25.27,31.88,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",24.69,31.9,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",25.77,32.39,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",24.78,30.73,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",26.43,32.35,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",24.5,30.23,0.46
"201005291030-022","Pinfish","Lagodon rhomboides",26.68,33.55,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",25.97,33.35,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.33,32.34,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",24.97,32.33,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.7,33.04,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",25.84,33.07,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.41,32.89,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.39,33.29,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",25.79,34.13,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.85,32.98,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",25.88,32.03,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",24.55,31.75,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",24.31,31.2,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",24.6,31.59,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",25.47,31.28,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.35,33.09,0.47
"201005291030-022","Pinfish","Lagodon rhomboides",26.69,34.19,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",27.25,34.44,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",26.57,35.02,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",26.04,33.49,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",28.08,34.33,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",28.12,34.92,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",24.74,31.36,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",25.86,32.16,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",26.59,32.53,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",25.1,30.77,0.48
"201005291030-022","Pinfish","Lagodon rhomboides",27.35,33.89,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",27.68,37.06,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",28.12,34.28,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",26.3,32.32,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",29.48,36.95,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",29.13,36.48,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",27.92,35.14,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",27.52,34.11,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",27.46,33.29,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",27.13,34.52,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",25.97,33.1,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",26.03,33.36,0.49
"201005291030-022","Pinfish","Lagodon rhomboides",26.55,33.68,0.5
"201005291030-022","Pinfish","Lagodon rhomboides",27.39,33.86,0.5
"201005291030-022","Pinfish","Lagodon rhomboides",26.56,33.64,0.5
